acta,producto,muestra,clasificacion,articulos,rotulado_frontal,marca,fecha_de_analisis,habilitacion_de_producto,vencimiento,lote,contenido_neto
127481,BEBIDA SIN ALCOHOL DIETETICA GASIFICADA SABOR A CITRUS,773203,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SCHWEPPES,2024-02-14,485/170,2024-06-08,CS709FEB240944PCR,1.5L
127481,BEBIDA SIN ALCOHOL DIETETICA CON 5%DE JUGO DE LIMON SABOR POMELO,773204,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,VITALE,2024-02-14,485/243,2024-07-08,2024-07-08,1.75L
127481,BEBIDA SIN ALCOHOL DIETÉTICA CON SABOR A POMELO ADICIONADA CON VITAMINAS B3 Y B6.,773199,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CEPITA DEL VALLE,2024-02-14,485/201,2024-04-16,CS719OCT230333,1.5L
127481,BEBIDA SIN ALCOHOL REDUCIDA EN CALORÍAS GASIFICADA SABOR POMELO,773202,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NIX,2024-02-14,18280/210,2024-05-13,0.1:00 L013P,2L
127446,YOGUR DESCREMADO ENDULZADO CON PULPA DE DURAZNO SABOR DURAZNO- LIBRE DE GLUTEN,773190,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CLALDY,2024-02-07,2452/72,2024-02-27,H18E1  08:46,780 ml
127313,CHOCOLATE CON LECHE SIN AZÚCARES AGREGADOS. SIN GLUTEN,773198,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,GEORGALOS,2024-02-07,5429/533,2024-05-31,00:57 3L23V03,70 g
127313,CHOCOLATE CON LECHE Y MANÍ. LIBRE DE GLUTEN. SIN TACC,773191,Fuera de las condiciones reglamentarias,Decreto 117/006 Resolución GMC 46/03 Art. 3.5.1. El porcentaje de grasas saturadas excede en más del 20% al declarado en la información nutricional.,En condiciones,GEORGALOS,2024-02-07,5429/176,2024-10-30,08:52 1L23031,160 g
127313,CHOCOLATE CON LECHE CON ALMENDRAS Y PASAS,773196,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,GAROTO,2024-02-07,164/1061,2024-05-07,3127129431 14:54,85 g
127446,Yogur Light Deslactosado sabor Frutilla,773186,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974.2 Resolución 4054/018 Art. 10. Habilitación del producto vencida,En condiciones,COLONIAL,2024-02-07,22654/125,2024-03-24,24-0109-34,500 G
127446,Yogur con crema. con preparado de manzana sabor leche y preparado de frutos rojos libre de gluten.,773188,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DANONE,2024-02-07,19271/846,2024-03-08,08.03.24  00:38  E1,2 x 90 g
127313,TABLETA SÍMIL CHOCOLATE BLANCO CON TROZOS DE GALLETA SABOR CHOCOLATE,773193,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NEUGEBAUER,2024-02-07,11913/1939,2024-08-31,L0211,80 g
127313,SÍMIL CHOCOLATE CON LECHE,773192,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NEUGEBAUER,2024-02-07,11913/1088,2024-07-31,L0334,80 g
127446,Yogur endulzado. saborizado y parcialmente descremado con frutillas. Sin gluten,773185,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CALCAR,2024-02-07,18357/51,2024-03-12,L01,1 L
127446,Yogur descremado con pulpa de moras. frambuesas. arándanos y frutilla. sabor frutos del bosque - Producto libre de gluten,773189,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CLALDY,2024-02-07,2452/215,2024-02-24,H15E3 10:38,780 ml
127313,CHOCOLATE SEMIAMARGO. LIBRE DE GLUTEN. SIN TACC,773197,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CADBURY,2024-02-07,6828/1715,2024-07-31,LPV 23 213,162 g
127313,TABLETA DE SIMIL CHOCOLATE CON LECHE Y COPOS DE ARROZ,773195,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NESTLE,2024-02-07,49/1331,2024-04-16,L:31069265C 6,80 g
127313,CHOCOLATE CON LECHE Y MANI,773194,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SHOT,2024-02-07,6828/1411,2024-08-14,07:08 1318 1236,170 g
127446,Yogur endulzado entero con preparado de frutilla. libre de gluten,773187,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,YOGURISIMO,2024-02-07,19271/1165,2024-03-02,022  13:23,460 g
127312,AGUA MINERAL SIN GAS,773179,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALUS,2024-02-06,10748/11,2025-01-30,62811232157129,600mL
127312,AGUA MINERALIZADA CON GAS,773184,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MATUTINA,2024-02-06,19271/9,2024-07-30,L1 240124 1042,2.5L
127312,AGUA MINERALIZADA SIN GAS,773181,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,VITALE,2024-02-06,485/130,2024-11-30,CS605ENE240216,2.5L
127312,AGUA MINERAL CON GAS,773180,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,SALUS,2024-02-06,10748/10,2024-06-30,61212230100725,600mL
127312,AGUA MINERALIZADA SIN GAS,773183,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,MATUTINA,2024-02-06,19271/10,2025-01-30,L1 110 124 1153,2.5L
127312,AGUA MINERALIZADA CON GAS,773182,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,VITALE,2024-02-06,485/129,2024-06-14,CS616NOV230645,2.5L
127311,Bebida analcohólica gasificada con 10 % de jugo de Pomelo,773176,Fuera de las condiciones reglamentarias,Decreto 117/006 MERCOSUR/GMC/RES Nº 26/03 Art. 6.6.1.d. la fecha de vencimiento se encuentra parcialmente legible.,En condiciones,TA-TA,2024-02-05,18138/214,,22 12 11:19,2L
127311,BEBIDA SIN ALCOHOL REDUCIDA EN CALORÍAS GASIFICADA SABOR MANDARINA,773174,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NIX,2024-02-05,18280/212,2024-02-29,L026OM,500ml
127311,Bebida analcohólica gasificada sabor naranja con 10% de jugo de mandarina,773175,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-02-05,18138/213,2024-07-17,17:01 15:30,2L
127311,Bebida analcohólica gasificada dietética sabor naranja con jugo de limón,773177,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TA-TA,2024-02-05,18138/300,2024-06-26,LOT 2712 07:20,2L
127445,CREMA HELADA AMERICANA CON DULCE DE LECHE Y GALLETITAS SABOR VAINILLA CON BAÑO SIMIL CHOCOLATE CON LECHE,773172,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR HELADOS,2024-02-02,1409/7491,2025-11-02,L EF 02 11 2025 M2,1 Kg / 2 L
127445,CREMA HELADA SABOR FRUTILLA  A LA CREMA Y CREMA HELADA SABOR DULCE DE LECHE,773168,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,EL FARO,2024-02-02,25020/23,2025-10-03,L EF 03 10 2025  M2 M3,"1100 mL, 750 g"
127445,CREMA HELADA DE CHOCOLATE. AMERICANA Y SABOR FRUTILLA,773170,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR HELADOS,2024-02-02,1409/7372,2025-11-09,L EF 09 11 2025 M1 M4M5,1 Kg / 2 L
127445,Crema Helada Americana,773171,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,ARCOR HELADOS,2024-02-02,1409/7370,2024-06-15,L EF 15 06 2024,450 g / 900 cm3
127445,HELADO DE CHOCOLATE CON ALMENDRAS,773169,Fuera de las condiciones reglamentarias,Digesto Departamental Volumen VI Título II Art. D974 el producto no está registrado en el SRA.,En condiciones,EL FARO,2024-02-02,No posee registro,2025-11-07,L EF 07 11 2025,1100 mL/ 750 g
127445,CREMA HELADA DE DULCE DE LECHE CON DULCE DE LECHE Y CHOCOLATE GRANIZADO,773173,Fuera de las condiciones reglamentarias,Digesto Departamental Art. D974 y Art. 10 de la Resolución 4054/18. el producto presenta su  registro vencido desde 06/06/2021..Decretos 272/018 y 34/021. Debe presentar rotulado frontal por exceso de azúcares.,Fuera de condiciones,ARCOR,2024-02-02,1409/5089,2025-10-19,L EF 19 10 2025 M5,1 Kg / 2 L
127444,JUGO DE MANZANA VERDE. ESPINACA. PEPINO. COL RIZADA. LIMON Y APIO,773166,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TIENDA INGLESA PREMIUM,2024-02-01,3106/866,2024-02-09,30/01/2024,500ml
127444,JUGO DE NARANJA,773164,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DAIRYCO,2024-02-01,1718/50,2024-03-20,17490 07:44,1L
127444,JUGO DE MANZANA ROJA. REMOLACHA. ZANAHORIA. JENGIBRE Y LIMON,773165,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TIENDA INGLESA PREMIUM,2024-02-01,3106/865,2024-02-05,26/01/2024,500ml
127444,JUGO DE NARANJA CON PULPA LIBRE DE GLUTEN,773163,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CITRIC,2024-02-01,19271/557,2024-03-20,1002,3L
127444,JUGO DE NARANJA. LIMON Y ZANAHORIA,773167,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,TIENDA INGLESA PREMIUM,2024-02-01,3106/864,2024-02-05,26/01/2024 317,340ml
127442,Leche entera UAT adicionada con Vitaminas A y D -Libre de Gluten,773155,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA SERENISIMA,2024-01-29,19271/755,2024-04-26,HR 08:46,1 L
127443,LECHE UHT DESCREMADA,773152,Fuera de las condiciones reglamentarias,Decreto Nº 117/006 MERCOSUR/GMCRES Nº26/03 6.4.1 La direccion del importador corresponde a un local cerrado desde 02/012023.,En condiciones,TA-TA,2024-01-29,25285/295,2024-03-30,01.12.23 23:16:19 23028 M8,1 L
127442,Leche parcialmente descremada UAT adicionada con vitamina A y D. Libre de gluten,773154,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA SERENISIMA,2024-01-29,19271/756,2024-03-18,HR 07:00,1 L
127443,LECHE FRESCA PASTEURIZADA ENTERA,773153,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-01-29,1395/1,2024-02-04,212401291 3B00:18 25,1 L
127443,LECHE UHT ENTERA,773151,Fuera de las condiciones reglamentarias,Decreto Nº 117/006 MERCOSUR/GMCRES Nº26/03 6.4.1 La direccion del importador corresponde a un local cerrado desde 02/012023.,En condiciones,TA-TA,2024-01-29,25285/294,2024-03-30,01.12.23 15:04:24  23027,1 L
127442,Leche parcialmente descremada UAT homogeneizada. adicionada con vitaminas A y D. Sin lactosa. libre de gluten,773156,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,LA SERENISIMA,2024-01-29,19271/1169,2024-05-10,HR 12:00,1 L
127441,Crema helada de dulce de leche con granas símil chocolate,773145,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEVOTO,2024-01-25,1712/361,2025-06-30,28 06:54:59,500 g/ 1 L
127441,CREMA HELADA SABOR MENTA CON TROZOS DE CHOCOLATE,773150,Fuera de las condiciones reglamentarias,Digesto Departamental Art. D974 y Art. 10 de la Resolución 4054/18. El producto presenta su registro vencido desde 20/02/2022.,En condiciones,LA CIGALE,2024-01-25,2440/87,2024-12-19,1113,800 mL / 580 g
127441,CREMA HELADA SABOR VAINILLA CON SALSAS DE CHOCOLATE Y DULCE DE LECHE,773148,Fuera de las condiciones reglamentarias,Digesto Departamental Art. D974 y Art. 10 de la Resolución 4054/18. El producto presenta su registro vencido desde 31/10/2021.,En condiciones,DEVOTO,2024-01-25,14216/87,2025-03-30,31 09:18:59,1 Kg / 2 L
127441,CREMA HELADA: CHOCOLATE CON ALMENDRAS,773149,Fuera de las condiciones reglamentarias,Digesto Departamental Art. D974 y Art. 10 de la Resolución 4054/18..El producto presenta su registro vencido desde 20/02/2022.,En condiciones,LA CIGALE,2024-01-25,2440/88,2024-08-26,1083,800 mL/  580 g
127441,Crema helada sabor flan con salsa de dulce de leche,773146,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEVOTO,2024-01-25,1712/364,2025-04-30,11 06:55,500 g / 1 L
127441,Crema helada triple sabor vainilla. chocolate y frutilla,773147,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,DEVOTO,2024-01-25,1712/362,2025-04-30,27 06:59,500 g / 1 L
127439,JUGO DE NARANJA 100% EXPRIMIDO GROW,773142,Fuera de las condiciones reglamentarias,Digesto departamental Volumen VI título II Artículo D974.4 El producto no esta registrado en el Servicio de Regulación Alimentaria.,En condiciones,GROW,2024-01-24,No posee registro,2024-10-19,L910003,1L
127439,BEBIDA SIN ALCOHOL CON 12% DE JUGO Y PULPA DE FRUTILLA Y BANANA CONCENTRADO,773141,Fuera de las condiciones reglamentarias,Decreto 117/006 MERCOSUR/GMC/RES Nº 26/03 Art 4. La muestra no presenta la fecha de vencimiento en idioma español.,En condiciones,JUMEX,2024-01-24,11913/2911,2024-08-12,L12AUG23 A P1,1L
127439,Jugo de Pera,773140,Fuera de las condiciones reglamentarias,Decreto 117/006 Res MERCOSUR/GMC/RES Nº 26/03n Art 6.2.3. Se detecta la presencia de sorbico en el producto. el cual no está declarado en la lista de ingredientes.,En condiciones,NATURAL TREE,2024-01-24,32406/4,2024-05-07,071223,1L
127439,BEBIDA SIN ALCOHOL CON 20% DE JUGO Y PULPA DE MANGO CONCENTRADO,773144,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,JUMEX,2024-01-24,11913/1887,2024-07-03,L 03 jul 23,1L
127439,Jugo de naranja,773139,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,NATURAL TREE,2024-01-24,32406/20,2024-06-12,120124,1L
127439,JUGO MEZCLA NARANJA + FRUTILLA LIBRE DE GLUTEN,773143,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CITRIC,2024-01-24,19271/607,2024-05-16,540 03:40:49,1L
127438,LECHE ULTRAPASTERIZADA DESCREMADA ADICIONADA DE CALCIO Y VITAMINAS A.D3 Y E,773128,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-01-22,1395/495,2024-02-03,240203D 62 KT4 07:37,1 L
127438,LECHE ENTERA (ULTRAPASTEURIZADA),773129,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-01-22,1395/216,2024-02-11,L240211D 43 KT4 02:40,1 L
127438,Leche ultrapasteurizada descremada sin lactosa. Libre de gluten,773131,La muestra analizada no presenta particularidades desde el punto de vista quimico para los parametros analizados,,En condiciones,CONAPROLE,2024-01-22,1395/1017,2024-02-13,240213 Y1 B 07:31,1 L
